ACCIDENT_NO,SEVERITY,SPEED_ZONE,Region,Order1,Order2,Order3,Order
T20150021632,Serious,50 km/hr,Metro,,2,,2
T20150021633,Minor,50 km/hr,Metro,1,,,1
T20150021634,Minor,60 km/hr,Metro,1,,,1
T20150021635,Minor,50 km/hr,Metro,1,,,1
T20150021638,Minor,60 km/hr,Country,1,,,1
T20150021640,Minor,50 km/hr,Metro,1,,,1
T20150021643,Minor,50 km/hr,Metro,1,,,1
T20150021644,Minor,Not known,Metro,1,,,1
T20150021645,Minor,60 km/hr,Country,1,,,1
T20150021990,Minor,60 km/hr,Country,1,,,1
T20150021991,Minor,60 km/hr,Metro,1,,,1
T20150021992,Minor,100 km/hr,Country,1,,,1
T20150021994,Minor,30 km/hr,Metro,1,,,1
T20150021995,Minor,70 km/hr,Country,1,,,1
T20150021996,Minor,60 km/hr,Country,1,,,1
T20150021997,Minor,60 km/hr,Metro,1,,,1
T20150021998,Serious,50 km/hr,Country,,2,,2
T20150021999,Serious,100 km/hr,Country,,2,,2
T20150022000,Minor,60 km/hr,Metro,1,,,1
T20150022002,Minor,50 km/hr,Country,1,,,1
T20150022003,Minor,60 km/hr,Metro,1,,,1
T20150022005,Serious,60 km/hr,Metro,,2,,2
T20150022366,Serious,80 km/hr,Country,,2,,2
T20150022367,Minor,50 km/hr,Metro,1,,,1
T20150022369,Minor,100 km/hr,Country,1,,,1
T20150022372,Serious,80 km/hr,Metro,,2,,2
T20150022373,Minor,Not known,Metro,1,,,1
T20150022376,Minor,60 km/hr,Metro,1,,,1
T20150022377,Minor,60 km/hr,Metro,1,,,1
T20150022378,Serious,60 km/hr,Country,,2,,2
T20150022382,Minor,100 km/hr,Country,1,,,1
T20150022383,Minor,60 km/hr,Metro,1,,,1
T20150022384,Minor,100 km/hr,Country,1,,,1
T20150022387,Minor,50 km/hr,Metro,1,,,1
T20150022388,Serious,50 km/hr,Metro,,2,,2
T20150021276,Minor,70 km/hr,Metro,1,,,1
T20150021277,Minor,Not known,Metro,1,,,1
T20150021278,Minor,100 km/hr,Metro,1,,,1
T20150021280,Minor,100 km/hr,Metro,1,,,1
T20150021282,Minor,60 km/hr,Metro,1,,,1
T20150021283,Minor,70 km/hr,Metro,1,,,1
T20150021284,Serious,50 km/hr,Metro,,2,,2
T20150021287,Minor,100 km/hr,Country,1,,,1
T20150021288,Minor,100 km/hr,Country,1,,,1
T20150021290,Minor,100 km/hr,Metro,1,,,1
T20150021291,Serious,60 km/hr,Metro,,2,,2
T20150021292,Minor,60 km/hr,Metro,1,,,1
T20150021295,Serious,50 km/hr,Metro,,2,,2
T20150021647,Serious,60 km/hr,Metro,,2,,2
T20150021650,Serious,80 km/hr,Metro,,2,,2
T20150021651,Serious,60 km/hr,Metro,,2,,2
T20150021654,Minor,80 km/hr,Country,1,,,1
T20150021656,Minor,50 km/hr,Metro,1,,,1
T20150021661,Minor,100 km/hr,Country,1,,,1
T20150021662,Minor,40 km/hr,Metro,1,,,1
T20150021664,Minor,60 km/hr,Metro,1,,,1
T20150021670,Minor,60 km/hr,Metro,1,,,1
T20150021671,Serious,100 km/hr,Country,,2,,2
T20150021674,Minor,80 km/hr,Metro,1,,,1
T20150021680,Serious,60 km/hr,Country,,2,,2
T20150021681,Minor,80 km/hr,Metro,1,,,1
T20150022006,Serious,60 km/hr,Metro,,2,,2
T20150022009,Minor,110 km/hr,Country,1,,,1
T20150022011,Minor,60 km/hr,Metro,1,,,1
T20150022013,Minor,100 km/hr,Country,1,,,1
T20150022014,Serious,100 km/hr,Country,,2,,2
T20150022018,Minor,60 km/hr,Metro,1,,,1
T20150022019,Minor,50 km/hr,Metro,1,,,1
T20150022020,Minor,80 km/hr,Metro,1,,,1
T20150022022,Serious,100 km/hr,Country,,2,,2
T20150022025,Fatal,60 km/hr,Metro,,,3,3
T20150022026,Minor,70 km/hr,Metro,1,,,1
T20150022027,Minor,60 km/hr,Metro,1,,,1
T20150022030,Minor,60 km/hr,Metro,1,,,1
T20150022390,Minor,40 km/hr,Metro,1,,,1
T20150022391,Fatal,80 km/hr,Metro,,,3,3
T20150022392,Serious,60 km/hr,Metro,,2,,2
T20150022393,Minor,70 km/hr,Metro,1,,,1
T20150022394,Minor,60 km/hr,Metro,1,,,1
T20150022395,Minor,100 km/hr,Country,1,,,1
T20150022397,Serious,80 km/hr,Metro,,2,,2
T20150022401,Minor,100 km/hr,Country,1,,,1
T20150022405,Minor,50 km/hr,Metro,1,,,1
T20150022407,Minor,40 km/hr,Metro,1,,,1
T20150022408,Minor,80 km/hr,Metro,1,,,1
T20150022409,Minor,100 km/hr,Country,1,,,1
T20150022410,Minor,60 km/hr,Metro,1,,,1
T20150021296,Minor,80 km/hr,Metro,1,,,1
T20150021298,Serious,50 km/hr,Metro,,2,,2
T20150021299,Minor,80 km/hr,Metro,1,,,1
T20150021300,Minor,80 km/hr,Country,1,,,1
T20150021301,Minor,60 km/hr,Metro,1,,,1
T20150021302,Minor,70 km/hr,Metro,1,,,1
T20150021306,Minor,100 km/hr,Country,1,,,1
T20150021307,Minor,40 km/hr,Metro,1,,,1
T20150021311,Minor,60 km/hr,Metro,1,,,1
T20150021312,Minor,60 km/hr,Metro,1,,,1
T20150021314,Serious,60 km/hr,Country,,2,,2
T20150021320,Minor,40 km/hr,Metro,1,,,1
T20150021322,Serious,Not known,Metro,,2,,2
T20150021682,Minor,60 km/hr,Metro,1,,,1
T20150021683,Minor,60 km/hr,Metro,1,,,1
T20150021684,Serious,60 km/hr,Country,,2,,2
T20150021687,Minor,60 km/hr,Metro,1,,,1
T20150021688,Minor,60 km/hr,Metro,1,,,1
T20150021690,Minor,100 km/hr,Country,1,,,1
T20150021692,Serious,70 km/hr,Metro,,2,,2
T20150021694,Minor,50 km/hr,Metro,1,,,1
T20150021695,Minor,70 km/hr,Metro,1,,,1
T20150021697,Serious,110 km/hr,Country,,2,,2
T20150021699,Serious,100 km/hr,Country,,2,,2
T20150021702,Minor,50 km/hr,Metro,1,,,1
T20150021705,Serious,60 km/hr,Metro,,2,,2
T20150022032,Minor,Not known,Metro,1,,,1
T20150022034,Minor,80 km/hr,Metro,1,,,1
T20150022036,Minor,100 km/hr,Country,1,,,1
T20150022037,Serious,70 km/hr,Metro,,2,,2
T20150022040,Minor,100 km/hr,Country,1,,,1
T20150022041,Serious,50 km/hr,Metro,,2,,2
T20150022044,Minor,70 km/hr,Metro,1,,,1
T20150022045,Serious,70 km/hr,Metro,,2,,2
T20150022046,Minor,80 km/hr,Metro,1,,,1
T20150022047,Minor,100 km/hr,Country,1,,,1
T20150022048,Serious,40 km/hr,Metro,,2,,2
T20150022049,Minor,100 km/hr,Country,1,,,1
T20150022050,Minor,40 km/hr,Metro,1,,,1
T20150022411,Minor,80 km/hr,Metro,1,,,1
T20150022413,Minor,50 km/hr,Country,1,,,1
T20150022419,Minor,50 km/hr,Country,1,,,1
T20150022420,Minor,60 km/hr,Metro,1,,,1
T20150022421,Minor,60 km/hr,Metro,1,,,1
T20150022422,Minor,100 km/hr,Metro,1,,,1
T20150022426,Minor,60 km/hr,Metro,1,,,1
T20150022427,Minor,50 km/hr,Metro,1,,,1
T20150022428,Minor,Not known,Metro,1,,,1
T20150022429,Serious,100 km/hr,Country,,2,,2
T20150022432,Serious,Not known,Metro,,2,,2
T20150022434,Serious,100 km/hr,Metro,,2,,2
T20150022437,Minor,100 km/hr,Country,1,,,1
T20150021323,Minor,60 km/hr,Metro,1,,,1
T20150021325,Minor,30 km/hr,Metro,1,,,1
T20150021326,Minor,80 km/hr,Metro,1,,,1
T20150021327,Serious,Not known,Country,,2,,2
T20150021328,Serious,100 km/hr,Country,,2,,2
T20150021329,Minor,50 km/hr,Country,1,,,1
T20150021331,Minor,100 km/hr,Metro,1,,,1
T20150021332,Minor,60 km/hr,Country,1,,,1
T20150021334,Minor,60 km/hr,Metro,1,,,1
T20150021335,Minor,100 km/hr,Country,1,,,1
T20150021338,Serious,100 km/hr,Country,,2,,2
T20150021341,Minor,70 km/hr,Metro,1,,,1
T20150021344,Minor,Not known,Metro,1,,,1
T20150021709,Minor,60 km/hr,Metro,1,,,1
T20150021710,Serious,Not known,Metro,,2,,2
T20150021711,Minor,70 km/hr,Country,1,,,1
T20150021712,Minor,50 km/hr,Metro,1,,,1
T20150021713,Minor,100 km/hr,Metro,1,,,1
T20150021714,Serious,70 km/hr,Metro,,2,,2
T20150021715,Minor,60 km/hr,Metro,1,,,1
T20150021716,Minor,60 km/hr,Country,1,,,1
T20150021717,Serious,50 km/hr,Metro,,2,,2
T20150021718,Minor,50 km/hr,Country,1,,,1
T20150021719,Serious,50 km/hr,Country,,2,,2
T20150021721,Minor,60 km/hr,Metro,1,,,1
T20150021723,Minor,70 km/hr,Metro,1,,,1
T20150022052,Serious,70 km/hr,Metro,,2,,2
T20150022055,Minor,60 km/hr,Metro,1,,,1
T20150022056,Minor,60 km/hr,Metro,1,,,1
T20150022058,Serious,100 km/hr,Country,,2,,2
T20150022060,Minor,50 km/hr,Metro,1,,,1
T20150022063,Serious,60 km/hr,Metro,,2,,2
T20150022064,Minor,100 km/hr,Country,1,,,1
T20150022065,Minor,60 km/hr,Metro,1,,,1
T20150022068,Serious,60 km/hr,Country,,2,,2
T20150022070,Serious,40 km/hr,Country,,2,,2
T20150022071,Minor,40 km/hr,Metro,1,,,1
T20150022072,Minor,60 km/hr,Metro,1,,,1
T20150022073,Minor,100 km/hr,Country,1,,,1
T20150022441,Serious,60 km/hr,Country,,2,,2
T20150022442,Minor,60 km/hr,Metro,1,,,1
T20150022443,Minor,50 km/hr,Metro,1,,,1
T20150022446,Minor,50 km/hr,Country,1,,,1
T20150022448,Minor,80 km/hr,Metro,1,,,1
T20150022450,Minor,60 km/hr,Metro,1,,,1
T20150022459,Minor,60 km/hr,Country,1,,,1
T20150022461,Minor,60 km/hr,Metro,1,,,1
T20150022465,Serious,60 km/hr,Metro,,2,,2
T20150022467,Serious,Not known,Country,,2,,2
T20150022470,Serious,60 km/hr,Metro,,2,,2
T20150022471,Minor,50 km/hr,Country,1,,,1
T20150022472,Minor,60 km/hr,Metro,1,,,1
T20150021346,Serious,90 km/hr,Metro,,2,,2
T20150021347,Serious,100 km/hr,Metro,,2,,2
T20150021352,Minor,100 km/hr,Country,1,,,1
T20150021353,Minor,50 km/hr,Country,1,,,1
T20150021355,Serious,50 km/hr,Metro,,2,,2
T20150021356,Minor,50 km/hr,Metro,1,,,1
T20150021357,Minor,60 km/hr,Metro,1,,,1
T20150021358,Serious,100 km/hr,Country,,2,,2
T20150021362,Serious,100 km/hr,Metro,,2,,2
T20150021363,Minor,80 km/hr,Country,1,,,1
T20150021365,Minor,60 km/hr,Metro,1,,,1
T20150021369,Minor,60 km/hr,Metro,1,,,1
T20150021370,Minor,50 km/hr,Metro,1,,,1
T20150021724,Minor,50 km/hr,Metro,1,,,1
T20150021725,Minor,60 km/hr,Metro,1,,,1
T20150021726,Minor,80 km/hr,Metro,1,,,1
T20150021727,Serious,70 km/hr,Metro,,2,,2
T20150021730,Minor,60 km/hr,Metro,1,,,1
T20150021731,Minor,50 km/hr,Country,1,,,1
T20150021732,Minor,60 km/hr,Metro,1,,,1
T20150021733,Minor,100 km/hr,Metro,1,,,1
T20150021735,Minor,60 km/hr,Metro,1,,,1
T20150021737,Minor,60 km/hr,Metro,1,,,1
T20150021738,Minor,100 km/hr,Metro,1,,,1
T20150021740,Minor,70 km/hr,Country,1,,,1
T20150021741,Serious,100 km/hr,Country,,2,,2
T20150022074,Serious,80 km/hr,Metro,,2,,2
T20150022075,Minor,100 km/hr,Metro,1,,,1
T20150022076,Minor,50 km/hr,Metro,1,,,1
T20150022077,Serious,100 km/hr,Country,,2,,2
T20150022078,Minor,40 km/hr,Metro,1,,,1
T20150022080,Serious,Not known,Metro,,2,,2
T20150022082,Serious,100 km/hr,Country,,2,,2
T20150022083,Minor,60 km/hr,Metro,1,,,1
T20150022084,Minor,60 km/hr,Metro,1,,,1
T20150022085,Minor,60 km/hr,Metro,1,,,1
T20150022088,Minor,Not known,Metro,1,,,1
T20150022090,Serious,80 km/hr,Metro,,2,,2
T20150022092,Serious,100 km/hr,Country,,2,,2
T20150022473,Serious,60 km/hr,Metro,,2,,2
T20150022476,Minor,100 km/hr,Country,1,,,1
T20150022477,Minor,Not known,Metro,1,,,1
T20150022479,Minor,50 km/hr,Metro,1,,,1
T20150022480,Minor,70 km/hr,Metro,1,,,1
T20150022482,Minor,40 km/hr,Metro,1,,,1
T20150022485,Serious,60 km/hr,Metro,,2,,2
T20150022487,Serious,100 km/hr,Country,,2,,2
T20150022488,Fatal,100 km/hr,Country,,,3,3
T20150022489,Minor,Not known,Metro,1,,,1
T20150022491,Minor,80 km/hr,Metro,1,,,1
T20150022492,Minor,70 km/hr,Metro,1,,,1
T20150022493,Serious,50 km/hr,Metro,,2,,2
T20150021372,Minor,50 km/hr,Metro,1,,,1
T20150021373,Minor,70 km/hr,Metro,1,,,1
T20150021374,Minor,40 km/hr,Metro,1,,,1
T20150021375,Serious,60 km/hr,Metro,,2,,2
T20150021377,Minor,100 km/hr,Country,1,,,1
T20150021378,Minor,80 km/hr,Metro,1,,,1
T20150021380,Minor,50 km/hr,Metro,1,,,1
T20150021381,Minor,50 km/hr,Metro,1,,,1
T20150021382,Serious,60 km/hr,Metro,,2,,2
T20150021385,Minor,100 km/hr,Metro,1,,,1
T20150021387,Minor,70 km/hr,Metro,1,,,1
T20150021390,Minor,40 km/hr,Metro,1,,,1
T20150021394,Minor,60 km/hr,Metro,1,,,1
T20150021742,Serious,100 km/hr,Country,,2,,2
T20150021743,Minor,Not known,Metro,1,,,1
T20150021744,Serious,100 km/hr,Country,,2,,2
T20150021745,Minor,60 km/hr,Metro,1,,,1
T20150021748,Minor,50 km/hr,Metro,1,,,1
T20150021749,Fatal,100 km/hr,Country,,,3,3
T20150021751,Minor,100 km/hr,Country,1,,,1
T20150021752,Minor,60 km/hr,Metro,1,,,1
T20150021753,Minor,100 km/hr,Metro,1,,,1
T20150021754,Serious,60 km/hr,Country,,2,,2
T20150021758,Minor,40 km/hr,Metro,1,,,1
T20150021761,Minor,60 km/hr,Metro,1,,,1
T20150021762,Minor,60 km/hr,Metro,1,,,1
T20150022093,Minor,50 km/hr,Metro,1,,,1
T20150022094,Minor,80 km/hr,Metro,1,,,1
T20150022095,Serious,90 km/hr,Metro,,2,,2
T20150022097,Minor,80 km/hr,Metro,1,,,1
T20150022100,Serious,100 km/hr,Metro,,2,,2
T20150022101,Minor,60 km/hr,Metro,1,,,1
T20150022105,Serious,100 km/hr,Country,,2,,2
T20150022109,Minor,80 km/hr,Country,1,,,1
T20150022111,Serious,100 km/hr,Country,,2,,2
T20150022112,Minor,80 km/hr,Metro,1,,,1
T20150022114,Minor,80 km/hr,Metro,1,,,1
T20150022116,Serious,60 km/hr,Metro,,2,,2
T20150022119,Minor,50 km/hr,Metro,1,,,1
T20150022494,Minor,60 km/hr,Country,1,,,1
T20150022497,Minor,100 km/hr,Metro,1,,,1
T20150022498,Minor,50 km/hr,Metro,1,,,1
T20150022499,Serious,50 km/hr,Metro,,2,,2
T20150022500,Serious,100 km/hr,Country,,2,,2
T20150022501,Minor,50 km/hr,Country,1,,,1
T20150022502,Minor,70 km/hr,Metro,1,,,1
T20150022507,Minor,100 km/hr,Country,1,,,1
T20150022508,Serious,Not known,Metro,,2,,2
T20150022509,Minor,100 km/hr,Metro,1,,,1
T20150022512,Minor,80 km/hr,Metro,1,,,1
T20150022513,Minor,60 km/hr,Metro,1,,,1
T20150022515,Serious,80 km/hr,Metro,,2,,2
T20150021396,Minor,60 km/hr,Country,1,,,1
T20150021399,Serious,60 km/hr,Metro,,2,,2
T20150021400,Minor,100 km/hr,Metro,1,,,1
T20150021402,Minor,60 km/hr,Metro,1,,,1
T20150021403,Minor,60 km/hr,Country,1,,,1
T20150021408,Serious,70 km/hr,Metro,,2,,2
T20150021409,Minor,50 km/hr,Country,1,,,1
T20150021410,Minor,80 km/hr,Metro,1,,,1
T20150021412,Serious,Off road,Metro,,2,,2
T20150021413,Minor,80 km/hr,Metro,1,,,1
T20150021414,Minor,70 km/hr,Country,1,,,1
T20150021416,Serious,100 km/hr,Metro,,2,,2
T20150021418,Minor,60 km/hr,Metro,1,,,1
T20150021764,Minor,50 km/hr,Metro,1,,,1
T20150021765,Minor,60 km/hr,Metro,1,,,1
T20150021766,Minor,40 km/hr,Metro,1,,,1
T20150021767,Serious,70 km/hr,Metro,,2,,2
T20150021768,Minor,100 km/hr,Metro,1,,,1
T20150021769,Minor,Not known,Country,1,,,1
T20150021770,Minor,50 km/hr,Metro,1,,,1
T20150021771,Minor,60 km/hr,Metro,1,,,1
T20150021772,Minor,60 km/hr,Metro,1,,,1
T20150021775,Minor,60 km/hr,Metro,1,,,1
T20150021776,Minor,80 km/hr,Country,1,,,1
T20150021785,Minor,70 km/hr,Metro,1,,,1
T20150021788,Minor,Not known,Metro,1,,,1
T20150022120,Minor,50 km/hr,Country,1,,,1
T20150022122,Minor,80 km/hr,Metro,1,,,1
T20150022125,Minor,50 km/hr,Country,1,,,1
T20150022127,Minor,60 km/hr,Metro,1,,,1
T20150022128,Serious,60 km/hr,Metro,,2,,2
T20150022130,Serious,70 km/hr,Country,,2,,2
T20150022131,Minor,100 km/hr,Metro,1,,,1
T20150022133,Minor,60 km/hr,Metro,1,,,1
T20150022138,Minor,60 km/hr,Metro,1,,,1
T20150022139,Serious,60 km/hr,Metro,,2,,2
T20150022141,Minor,60 km/hr,Metro,1,,,1
T20150022143,Minor,50 km/hr,Country,1,,,1
T20150022144,Minor,80 km/hr,Country,1,,,1
T20150022519,Minor,40 km/hr,Metro,1,,,1
T20150022520,Minor,60 km/hr,Metro,1,,,1
T20150022521,Minor,60 km/hr,Metro,1,,,1
T20150022522,Minor,60 km/hr,Metro,1,,,1
T20150022523,Minor,60 km/hr,Metro,1,,,1
T20150022525,Serious,100 km/hr,Country,,2,,2
T20150022528,Minor,Not known,Metro,1,,,1
T20150022529,Minor,Not known,Country,1,,,1
T20150022530,Minor,80 km/hr,Metro,1,,,1
T20150022531,Minor,40 km/hr,Metro,1,,,1
T20150022537,Serious,60 km/hr,Metro,,2,,2
T20150022540,Minor,100 km/hr,Country,1,,,1
T20150022541,Serious,70 km/hr,Metro,,2,,2
T20150021419,Serious,100 km/hr,Metro,,2,,2
T20150021424,Minor,70 km/hr,Metro,1,,,1
T20150021425,Minor,60 km/hr,Metro,1,,,1
T20150021426,Minor,60 km/hr,Metro,1,,,1
T20150021427,Minor,70 km/hr,Metro,1,,,1
T20150021429,Minor,70 km/hr,Metro,1,,,1
T20150021432,Minor,60 km/hr,Metro,1,,,1
T20150021433,Minor,80 km/hr,Country,1,,,1
T20150021436,Minor,60 km/hr,Metro,1,,,1
T20150021437,Serious,60 km/hr,Country,,2,,2
T20150021448,Minor,80 km/hr,Metro,1,,,1
T20150021449,Serious,60 km/hr,Metro,,2,,2
T20150021452,Minor,50 km/hr,Metro,1,,,1
T20150021789,Minor,100 km/hr,Country,1,,,1
T20150021792,Minor,80 km/hr,Metro,1,,,1
T20150021793,Minor,80 km/hr,Country,1,,,1
T20150021797,Minor,100 km/hr,Metro,1,,,1
T20150021798,Minor,100 km/hr,Metro,1,,,1
T20150021799,Minor,60 km/hr,Metro,1,,,1
T20150021802,Serious,80 km/hr,Metro,,2,,2
T20150021803,Minor,Not known,Metro,1,,,1
T20150021804,Serious,60 km/hr,Metro,,2,,2
T20150021805,Serious,50 km/hr,Country,,2,,2
T20150021806,Minor,60 km/hr,Metro,1,,,1
T20150021807,Minor,50 km/hr,Metro,1,,,1
T20150021808,Serious,100 km/hr,Country,,2,,2
T20150022146,Minor,100 km/hr,Metro,1,,,1
T20150022148,Minor,40 km/hr,Metro,1,,,1
T20150022149,Minor,80 km/hr,Metro,1,,,1
T20150022152,Minor,100 km/hr,Country,1,,,1
T20150022154,Minor,60 km/hr,Metro,1,,,1
T20150022155,Serious,50 km/hr,Metro,,2,,2
T20150022156,Fatal,100 km/hr,Country,,,3,3
T20150022158,Minor,70 km/hr,Country,1,,,1
T20150022159,Minor,100 km/hr,Country,1,,,1
T20150022160,Minor,100 km/hr,Metro,1,,,1
T20150022162,Minor,110 km/hr,Country,1,,,1
T20150022164,Minor,50 km/hr,Metro,1,,,1
T20150022165,Minor,50 km/hr,Country,1,,,1
T20150022542,Serious,100 km/hr,Country,,2,,2
T20150022543,Minor,60 km/hr,Metro,1,,,1
T20150022544,Minor,50 km/hr,Country,1,,,1
T20150022545,Minor,50 km/hr,Metro,1,,,1
T20150022546,Minor,50 km/hr,Metro,1,,,1
T20150022547,Serious,40 km/hr,Metro,,2,,2
T20150022550,Minor,100 km/hr,Country,1,,,1
T20150022552,Minor,60 km/hr,Metro,1,,,1
T20150022555,Serious,100 km/hr,Country,,2,,2
T20150022556,Serious,60 km/hr,Country,,2,,2
T20150022557,Minor,60 km/hr,Metro,1,,,1
T20150022558,Minor,100 km/hr,Country,1,,,1
T20150022561,Minor,80 km/hr,Country,1,,,1
T20150021453,Minor,60 km/hr,Metro,1,,,1
T20150021454,Minor,Not known,Country,1,,,1
T20150021455,Minor,70 km/hr,Metro,1,,,1
T20150021457,Minor,60 km/hr,Metro,1,,,1
T20150021463,Minor,60 km/hr,Metro,1,,,1
T20150021465,Fatal,100 km/hr,Country,,,3,3
T20150021466,Minor,60 km/hr,Metro,1,,,1
T20150021467,Minor,40 km/hr,Metro,1,,,1
T20150021472,Serious,60 km/hr,Metro,,2,,2
T20150021473,Serious,100 km/hr,Country,,2,,2
T20150021474,Fatal,60 km/hr,Metro,,,3,3
T20150021475,Serious,80 km/hr,Metro,,2,,2
T20150021477,Serious,100 km/hr,Country,,2,,2
T20150021809,Minor,60 km/hr,Country,1,,,1
T20150021810,Minor,80 km/hr,Metro,1,,,1
T20150021811,Minor,60 km/hr,Metro,1,,,1
T20150021812,Minor,80 km/hr,Metro,1,,,1
T20150021814,Minor,60 km/hr,Metro,1,,,1
T20150021818,Minor,50 km/hr,Metro,1,,,1
T20150021820,Minor,Not known,Country,1,,,1
T20150021822,Fatal,110 km/hr,Country,,,3,3
T20150021823,Minor,40 km/hr,Metro,1,,,1
T20150021824,Minor,70 km/hr,Metro,1,,,1
T20150021825,Minor,50 km/hr,Metro,1,,,1
T20150021828,Minor,60 km/hr,Country,1,,,1
T20150021829,Minor,100 km/hr,Metro,1,,,1
T20150022167,Minor,60 km/hr,Metro,1,,,1
T20150022169,Minor,50 km/hr,Country,1,,,1
T20150022171,Minor,60 km/hr,Country,1,,,1
T20150022173,Minor,100 km/hr,Country,1,,,1
T20150022176,Fatal,100 km/hr,Country,,,3,3
T20150022177,Minor,100 km/hr,Metro,1,,,1
T20150022180,Minor,Not known,Country,1,,,1
T20150022181,Minor,100 km/hr,Metro,1,,,1
T20150022182,Minor,70 km/hr,Metro,1,,,1
T20150022183,Minor,100 km/hr,Country,1,,,1
T20150022184,Minor,50 km/hr,Metro,1,,,1
T20150022187,Minor,50 km/hr,Metro,1,,,1
T20150022189,Minor,70 km/hr,Metro,1,,,1
T20150022564,Serious,60 km/hr,Metro,,2,,2
T20150022565,Serious,70 km/hr,Metro,,2,,2
T20150022567,Serious,60 km/hr,Metro,,2,,2
T20150022568,Minor,80 km/hr,Metro,1,,,1
T20150022569,Minor,100 km/hr,Metro,1,,,1
T20150022570,Minor,60 km/hr,Metro,1,,,1
T20150022572,Serious,100 km/hr,Country,,2,,2
T20150022573,Minor,60 km/hr,Metro,1,,,1
T20150022574,Minor,60 km/hr,Metro,1,,,1
T20150022575,Minor,40 km/hr,Metro,1,,,1
T20150022576,Minor,40 km/hr,Metro,1,,,1
T20150022577,Serious,Not known,Country,,2,,2
T20150022579,Serious,60 km/hr,Metro,,2,,2
T20150021482,Serious,50 km/hr,Metro,,2,,2
T20150021483,Minor,80 km/hr,Country,1,,,1
T20150021484,Minor,70 km/hr,Metro,1,,,1
T20150021487,Minor,50 km/hr,Metro,1,,,1
T20150021488,Minor,60 km/hr,Country,1,,,1
T20150021489,Minor,50 km/hr,Metro,1,,,1
T20150021492,Minor,80 km/hr,Metro,1,,,1
T20150021494,Minor,60 km/hr,Metro,1,,,1
T20150021496,Minor,50 km/hr,Country,1,,,1
T20150021499,Serious,50 km/hr,Metro,,2,,2
T20150021500,Minor,60 km/hr,Country,1,,,1
T20150021502,Minor,50 km/hr,Metro,1,,,1
T20150021503,Minor,40 km/hr,Metro,1,,,1
T20150021830,Minor,Not known,Metro,1,,,1
T20150021831,Minor,100 km/hr,Metro,1,,,1
T20150021836,Minor,60 km/hr,Metro,1,,,1
T20150021838,Minor,60 km/hr,Metro,1,,,1
T20150021840,Serious,60 km/hr,Metro,,2,,2
T20150021842,Minor,60 km/hr,Metro,1,,,1
T20150021843,Minor,100 km/hr,Country,1,,,1
T20150021844,Minor,60 km/hr,Country,1,,,1
T20150021845,Minor,80 km/hr,Metro,1,,,1
T20150021846,Minor,60 km/hr,Metro,1,,,1
T20150021848,Minor,60 km/hr,Metro,1,,,1
T20150021849,Minor,Not known,Metro,1,,,1
T20150021850,Minor,50 km/hr,Country,1,,,1
T20150022193,Serious,Not known,Country,,2,,2
T20150022194,Minor,60 km/hr,Metro,1,,,1
T20150022195,Minor,80 km/hr,Metro,1,,,1
T20150022196,Serious,70 km/hr,Metro,,2,,2
T20150022197,Minor,Not known,Metro,1,,,1
T20150022200,Serious,60 km/hr,Country,,2,,2
T20150022201,Minor,Not known,Metro,1,,,1
T20150022203,Minor,100 km/hr,Metro,1,,,1
T20150022204,Serious,100 km/hr,Country,,2,,2
T20150022205,Minor,60 km/hr,Country,1,,,1
T20150022206,Minor,60 km/hr,Metro,1,,,1
T20150022207,Minor,Not known,Country,1,,,1
T20150022208,Minor,100 km/hr,Metro,1,,,1
T20150022580,Minor,60 km/hr,Metro,1,,,1
T20150022584,Minor,100 km/hr,Country,1,,,1
T20150022585,Serious,80 km/hr,Country,,2,,2
T20150022588,Minor,60 km/hr,Metro,1,,,1
T20150022589,Serious,60 km/hr,Metro,,2,,2
T20150022591,Minor,70 km/hr,Metro,1,,,1
T20150022593,Minor,100 km/hr,Metro,1,,,1
T20150022600,Serious,80 km/hr,Metro,,2,,2
T20150022602,Serious,70 km/hr,Metro,,2,,2
T20150022603,Minor,40 km/hr,Metro,1,,,1
T20150022604,Minor,80 km/hr,Metro,1,,,1
T20150022605,Serious,80 km/hr,Country,,2,,2
T20150022607,Serious,80 km/hr,Metro,,2,,2
T20150020360,Serious,70 km/hr,Metro,,2,,2
T20150020362,Serious,60 km/hr,Metro,,2,,2
T20150020368,Minor,70 km/hr,Metro,1,,,1
T20150020370,Minor,40 km/hr,Metro,1,,,1
T20150020371,Minor,100 km/hr,Country,1,,,1
T20150020372,Minor,60 km/hr,Metro,1,,,1
T20150020378,Minor,50 km/hr,Country,1,,,1
T20150020379,Minor,50 km/hr,Metro,1,,,1
T20150020381,Minor,60 km/hr,Metro,1,,,1
T20150020384,Serious,40 km/hr,Metro,,2,,2
T20150020388,Minor,70 km/hr,Metro,1,,,1
T20150020390,Minor,80 km/hr,Metro,1,,,1
T20150020393,Serious,50 km/hr,Country,,2,,2
T20150020771,Minor,70 km/hr,Metro,1,,,1
T20150020772,Minor,60 km/hr,Metro,1,,,1
T20150020773,Minor,70 km/hr,Metro,1,,,1
T20150020776,Minor,60 km/hr,Metro,1,,,1
T20150020777,Minor,60 km/hr,Country,1,,,1
T20150020778,Minor,60 km/hr,Metro,1,,,1
T20150020779,Serious,60 km/hr,Metro,,2,,2
T20150020781,Minor,60 km/hr,Metro,1,,,1
T20150020787,Serious,50 km/hr,Metro,,2,,2
